model_name,outer_fold,evaluation_level,samples,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,macro_roc_auc_ovr,weighted_roc_auc_ovr,matthews_correlation_coefficient,cohen_kappa,negative_log_likelihood,multiclass_brier_score,expected_calibration_error_10_bins
DSSE_NET_No_Residual,0,slice_level,655,0.932824427480916,0.9296047153721233,0.9308483556384396,0.9296047153721233,0.9279313078501888,0.9353490984165738,0.932824427480916,0.9319465216737407,0.9903329226751456,0.9911834851681287,0.8990550403725344,0.8971529715725389,0.18363367505806374,0.10256854250478684,0.016975261731791258
DSSE_NET_No_Residual,0,patient_level,47,0.9574468085106383,0.9629629629629629,0.9523809523809524,0.9629629629629629,0.9547511312217195,0.9635258358662614,0.9574468085106383,0.9578319052661981,0.9993614303959131,0.9992663242846661,0.9383702514887611,0.9357923497267759,0.1615881873607699,0.07286495750885577,0.09875911009824159
DSSE_NET_No_Residual,1,slice_level,479,0.8810020876826722,0.8716745774107579,0.8647005900875869,0.8716745774107579,0.8672437058284683,0.8857321299451124,0.8810020876826722,0.882311393268384,0.9800320732214741,0.9821369993330195,0.8176799823300537,0.8165614082235958,0.2805660904175491,0.1617117649909326,0.045594402836585286
DSSE_NET_No_Residual,1,patient_level,46,0.9130434782608695,0.9256965944272446,0.9050925925925926,0.9256965944272446,0.9123669123669124,0.9177234299516909,0.9130434782608695,0.9131503044546522,0.9857417753684791,0.9850352601477038,0.868784073274247,0.8668596237337193,0.2696498609506467,0.15243909395555277,0.1266968409636057
DSSE_NET_No_Residual,2,slice_level,630,0.9222222222222223,0.8985161315988384,0.9028862232017594,0.8985161315988384,0.900522905687537,0.9225587365145058,0.9222222222222223,0.9221778439473642,0.9840923392363988,0.9867480687305517,0.8748281754458554,0.8745642050856962,0.22528713376832668,0.12089104865570444,0.028352245373770263
DSSE_NET_No_Residual,2,patient_level,47,0.8723404255319149,0.8624338624338624,0.8774509803921569,0.8624338624338624,0.8607456140350878,0.8752190237797246,0.8723404255319149,0.8652715565509519,0.9909522150901461,0.9912625892082971,0.8128546624239013,0.8060522696011004,0.2304909706023816,0.12906882726133775,0.12807413636354145
DSSE_NET_No_Residual,3,slice_level,572,0.9562937062937062,0.9440374440374439,0.9576209199004455,0.9440374440374439,0.9502294311001122,0.9564100613533532,0.9562937062937062,0.9559586931552626,0.9963588107165657,0.9966440514961626,0.9311315276699705,0.9308323337073869,0.10973365857874354,0.06328725397084287,0.011019393508673717
DSSE_NET_No_Residual,3,patient_level,47,0.9787234042553191,0.9761904761904763,0.9824561403508771,0.9761904761904763,0.9786453119786453,0.9798432250839866,0.9787234042553191,0.9786169147871276,0.9980013600703256,0.9978879032437361,0.968477242950485,0.9678082191780822,0.13095771403159062,0.06164002854002455,0.07049398867254049
DSSE_NET_No_Residual,4,slice_level,595,0.8739495798319328,0.8732934340535218,0.876265225596157,0.8732934340535218,0.8695189195086851,0.8864341722278206,0.8739495798319328,0.8757877135444427,0.9800398646993019,0.9791631954656921,0.8086532352090048,0.8045874331656179,0.3134382802912139,0.17840854519630525,0.05066422311475044
DSSE_NET_No_Residual,4,patient_level,46,0.9130434782608695,0.9119711042311661,0.9111111111111111,0.9119711042311661,0.9110682110682111,0.9142512077294687,0.9130434782608695,0.9130938391807958,0.987114568217554,0.9854586595591093,0.8661304438915624,0.8654970760233918,0.23218214212432906,0.13364050884104364,0.1324939120086044
