outer_fold,inner_fold,best_epoch,best_validation_macro_f1
2,0,28,0.8635267474093332
2,1,43,0.9448525908268297
2,2,42,0.9350199798153588
2,3,38,0.9154647136407986
2,4,50,0.9096065327982261
