outer_fold,inner_fold,best_epoch,best_validation_macro_f1
0,0,44,0.8820387357762964
0,1,50,0.9298306814890478
0,2,25,0.897760673326117
0,3,43,0.8981757487269437
0,4,46,0.9241031841291901
