outer_fold,inner_fold,best_epoch,best_validation_macro_f1
4,0,37,0.9303086189071346
4,1,36,0.9336577639908882
4,2,41,0.9171967798283588
4,3,47,0.96869336813079
4,4,47,0.8792757434212427
