evaluation_level,metric,estimate,confidence_level,lower,upper,bootstrap_iterations,resampling_unit
slice_level,accuracy,0.914704878880928,0.95,0.8913727881125226,0.9361634905751438,2000,patient
slice_level,balanced_accuracy,0.9068381955258392,0.95,0.8810172981309622,0.9305466473745024,2000,patient
slice_level,macro_f1,0.9063381761378126,0.95,0.878930011183236,0.9301720312165368,2000,patient
slice_level,macro_roc_auc_ovr,0.9860105624303879,0.95,0.9794365670496136,0.9913748539960495,2000,patient
patient_level,accuracy,0.927038626609442,0.95,0.8927038626609443,0.9570815450643777,2000,patient
patient_level,balanced_accuracy,0.9311816169992073,0.95,0.9000464382605533,0.9610344867532973,2000,patient
patient_level,macro_f1,0.9271558744070575,0.95,0.8936845922827908,0.9580941633540851,2000,patient
patient_level,macro_roc_auc_ovr,0.9927597484270029,0.95,0.9868984723983101,0.9973767796536847,2000,patient
