model_name,model_label,selection_status,patient_accuracy,patient_balanced_accuracy,patient_macro_f1,patient_macro_roc_auc,slice_accuracy,slice_balanced_accuracy,slice_macro_f1,slice_macro_roc_auc,delta_patient_accuracy_vs_full,delta_patient_macro_f1_vs_full
DSSE_Net,Full DSSE-Net,frozen_primary,0.9098712446351931,0.9155608989942744,0.9072595388144106,0.9904230060873317,0.917093142272262,0.9071864881282394,0.9075347327676546,0.9848120043147425,0.0,0.0
DSSE_NET_No_Residual,DSSE-Net No Residual (no vertical flip),posthoc_exploratory,0.927038626609442,0.9311816169992073,0.9271558744070575,0.9927597484270029,0.914704878880928,0.9068381955258392,0.9063381761378126,0.9860105624303879,0.01716738197424894,0.01989633559264692
