outer_fold,inner_fold,best_epoch,best_validation_macro_f1
1,0,49,0.881548238564443
1,1,49,0.9683082920259424
1,2,49,0.9308367223249451
1,3,43,0.8722754942782932
1,4,45,0.955680447806432
