outer_fold,inner_fold,best_epoch,best_validation_macro_f1
3,0,47,0.8784929657458719
3,1,50,0.937280970648008
3,2,42,0.8877228207951018
3,3,50,0.940911654418345
3,4,47,0.9287672765933636
