epoch,train_loss,train_accuracy,epoch_seconds
1,1.0261873352506667,0.4912126537785589,7.224582700058818
2,0.8471297216331602,0.617311072056239,7.195545899914578
3,0.769014383661307,0.6757469244288224,7.17370539996773
4,0.7114009691667473,0.7135325131810193,7.142448900034651
5,0.674974567913213,0.7174868189806678,7.112951299874112
6,0.6186364378996181,0.7543936731107206,7.123173399828374
7,0.590646253947843,0.7614235500878734,7.161415999988094
8,0.5796847341349758,0.7662565905096661,7.174882400082424
9,0.5536478453026086,0.7851493848857645,7.08002860005945
10,0.5115184953635942,0.7926186291739895,7.162264300044626
11,0.5137794872578921,0.8036028119507909,7.145621399860829
12,0.46944741896879066,0.8229349736379613,7.141427399823442
13,0.4596729500117746,0.8304042179261862,7.179168100003153
14,0.434383167677374,0.8378734622144113,7.063828400103375
15,0.43506184550287014,0.8317223198594025,7.08678779983893
16,0.41941486876490663,0.8374340949033392,7.124068300006911
17,0.3982184395220242,0.8405096660808435,7.127058699959889
18,0.4000146779999373,0.8484182776801406,7.148287500021979
19,0.3845387212211931,0.8554481546572935,7.134246400091797
20,0.38786676206571985,0.8532513181019332,7.113851600093767
21,0.37516609897512965,0.8554481546572935,7.22519850009121
22,0.38994128331672956,0.8484182776801406,7.181993700098246
23,0.35166407710429026,0.8646748681898067,7.183288800064474
24,0.35903796789306747,0.8602811950790861,7.2182116999756545
25,0.37682207931743145,0.8558875219683656,7.174311599927023
26,0.3569390367330273,0.8677504393673111,7.122826399980113
27,0.32601034342718876,0.8778558875219684,7.188248400110751
28,0.33348685408727985,0.8699472759226714,7.181289700092748
29,0.30843709748375814,0.8774165202108963,7.130686299875379
30,0.30354905484640327,0.8791739894551845,7.204608100000769
31,0.3164049380954833,0.8809314586994728,7.172506999922916
32,0.29521776955764617,0.8888400702987698,7.181664700154215
33,0.30571746522387216,0.8857644991212654,7.2166319999378175
34,0.3171761519879574,0.8800527240773286,7.207370599964634
35,0.30018265144686707,0.8848857644991213,7.189833599841222
36,0.3091850904895153,0.8791739894551845,7.189254299970344
37,0.29737662263411,0.8844463971880492,7.20476259989664
38,0.2893516738720644,0.8857644991212654,7.178757299901918
