class_index,class_name,precision,sensitivity_recall,specificity,f1_score,roc_auc_ovr,support
0,meningioma,0.9117647058823529,0.7560975609756098,0.9602649006622517,0.8266666666666667,0.9692295267323534,82
1,glioma,0.9166666666666666,0.7415730337078652,0.9583333333333334,0.8198757763975155,0.9629369538077402,89
2,pituitary,0.6344086021505376,0.9516129032258065,0.8011695906432749,0.7612903225806451,0.9725523486134691,62
