epoch,train_loss,train_accuracy,epoch_seconds
1,1.0249307629180282,0.5051369863013698,8.965730300056748
2,0.8601338691907386,0.6147260273972602,7.7708897000411525
3,0.7633866875955503,0.6845034246575342,7.741568500059657
4,0.6736791738092083,0.735445205479452,7.722970200004056
5,0.6074447215419926,0.7589897260273972,7.793447699979879
6,0.5529865042804039,0.791095890410959,7.783865900011733
7,0.5125753491708677,0.803082191780822,7.717975300038233
8,0.5118487342579724,0.8013698630136986,7.759255399927497
9,0.47174315277027756,0.8129280821917808,7.806472800089978
10,0.465585174217616,0.8202054794520548,7.724122200044803
11,0.42077915737890215,0.8476027397260274,7.8270480000646785
12,0.4096641285370474,0.8360445205479452,7.764851800049655
13,0.3871563738339568,0.8523116438356164,7.7767153000459075
14,0.3764384007208968,0.8523116438356164,7.796719299978577
15,0.35574074518190674,0.8638698630136986,7.680771499988623
16,0.3341831451613609,0.8711472602739726,7.758387999958359
17,0.3304258501284743,0.8762842465753424,7.754577400046401
18,0.32418973356077113,0.8831335616438356,7.734789600013755
19,0.30530032597176016,0.8857020547945206,7.780867900000885
20,0.2991034714122341,0.884845890410959,7.776776099926792
21,0.31616990023279845,0.879708904109589,7.760672300006263
22,0.28947848387776987,0.8874143835616438,7.786125999991782
23,0.25145165800844155,0.9053938356164384,7.746140500064939
24,0.268374510160456,0.901541095890411,7.772193999961019
25,0.2546989978992776,0.8981164383561644,7.771459799958393
26,0.25057700868338756,0.9032534246575342,7.822292399941944
27,0.24561690579946727,0.9113869863013698,7.701419899938628
28,0.2351216474828655,0.9118150684931506,7.800512199988589
29,0.24676219128990826,0.908818493150685,7.798145100008696
30,0.22791563045896895,0.9130993150684932,7.71433089999482
31,0.22258565130911462,0.9126712328767124,7.735155800008215
32,0.21935347804467972,0.9203767123287672,7.811292099999264
33,0.20235203461696025,0.9186643835616438,7.728772500064224
34,0.21160859390072626,0.9186643835616438,7.770528099965304
35,0.22072137346210546,0.9178082191780822,7.7160550999687985
36,0.19216162262305822,0.9310787671232876,7.728568200021982
37,0.2154515723455442,0.916095890410959,7.773847899981774
38,0.17729507427509517,0.9353595890410958,7.827308899955824
39,0.1803994950366347,0.9293664383561644,7.750680000055581
40,0.20954350874542374,0.9238013698630136,7.760157400043681
41,0.19641927491924535,0.9220890410958904,7.756057600025088
42,0.20333149437218495,0.9216609589041096,7.7996510999510065
43,0.16918896051914725,0.9387842465753424,7.940402899985202
44,0.1684233695268631,0.9362157534246576,7.99515109998174
