class_index,class_name,precision,sensitivity_recall,specificity,f1_score,roc_auc_ovr,support
0,meningioma,0.8083756345177665,0.9087018544935807,0.932286995515695,0.8556077904633983,0.9772221618060043,701
1,glioma,0.9491935483870968,0.898473282442748,0.9611351017890192,0.9231372549019607,0.9843419621287397,1310
2,pituitary,0.937984496124031,0.9206521739130434,0.9721531576330183,0.9292375205704883,0.9906524982163318,920
