class_index,class_name,precision,sensitivity_recall,specificity,f1_score,roc_auc_ovr,support
0,meningioma,0.9382716049382716,0.926829268292683,0.9668874172185431,0.9325153374233128,0.9922468098853174,82
1,glioma,0.9651162790697675,0.9325842696629213,0.9791666666666666,0.9485714285714286,0.9938358302122348,89
2,pituitary,0.9242424242424242,0.9838709677419355,0.9707602339181286,0.953125,0.9979249198264478,62
