class_index,class_name,precision,sensitivity_recall,specificity,f1_score,roc_auc_ovr,support
0,meningioma,0.9228529839883551,0.9044222539229672,0.9762331838565023,0.9135446685878963,0.9781727576876084,701
1,glioma,0.9779874213836478,0.9496183206106871,0.9827267119062307,0.9635941130906274,0.993976482333495,1310
2,pituitary,0.9351851851851852,0.9880434782608696,0.9686723023371457,0.9608879492600423,0.9938598577389575,920
