epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_macro_roc_auc,epoch_seconds
1,1.0480340062043605,0.4813034188034188,1.614112849002118,0.4358974358974359,0.4340393133997786,0.3436548277784927,0.6534429784690999,6.0004233999643475
2,0.8645819598792964,0.6180555555555556,1.0625227967620174,0.5617715617715617,0.5714018406079352,0.5595711815410362,0.7778721660627878,5.933154599973932
3,0.7893340602899209,0.6538461538461539,0.965336466446901,0.5874125874125874,0.5945240004582426,0.5852984389273369,0.8156894988270319,5.951166899874806
4,0.7328671548101637,0.6832264957264957,1.0002112576177904,0.5967365967365967,0.6044855271699698,0.5998372251494822,0.8303045014926905,5.9633204999845475
5,0.6925878886483673,0.7040598290598291,0.9169418708983557,0.6153846153846154,0.6130828273570855,0.614321395829561,0.8399570108645964,5.998313399963081
6,0.6360418648801298,0.7163461538461539,0.9931681188114317,0.6526806526806527,0.6352407683201589,0.6435245933781117,0.8393996427196382,6.000905799912289
7,0.6015995689946362,0.7446581196581197,0.7734273850639939,0.6899766899766899,0.6882284148623362,0.6893743159526942,0.873224596264251,5.955771300010383
8,0.5851991859256712,0.7526709401709402,0.7156988753305449,0.6853146853146853,0.6881887959674647,0.6875818815331011,0.8809848914588786,5.974743600003421
9,0.5597081821188967,0.7532051282051282,0.7563450103734201,0.7016317016317016,0.70554664528201,0.7027633455051294,0.883142302738391,5.964543400099501
10,0.5420445427935348,0.7713675213675214,0.6304079243752645,0.7365967365967366,0.7521270095849085,0.7396578528403491,0.9007535783615611,5.9602878000587225
11,0.5259970385804136,0.7799145299145299,0.6576222506783781,0.7132867132867133,0.706253580020621,0.7092241700078974,0.9085584102452972,5.952069899998605
12,0.5141346296693525,0.7836538461538461,0.5789841134752427,0.7296037296037297,0.7053733722839577,0.7137430040348822,0.9218398181136885,5.9766929999459535
13,0.4857299470493936,0.8002136752136753,0.515735921968808,0.7878787878787878,0.7895272463436056,0.7844615775650259,0.9348966227662866,5.958931500092149
14,0.4439215792549981,0.8194444444444444,0.6985440204193542,0.7575757575757576,0.7547232405391987,0.7518046454216667,0.9362722095964487,5.94284880021587
15,0.42383871119246525,0.8322649572649573,0.5202780893215766,0.7948717948717948,0.8014372589452782,0.7912543913837009,0.9529931875244716,5.961318999994546
16,0.4243303002455296,0.8306623931623932,0.5182891051113466,0.7832167832167832,0.7991479550922214,0.784440555379171,0.9445509239666227,5.950078800087795
17,0.3536804104462648,0.8627136752136753,0.4622940759419839,0.8158508158508159,0.823525986176347,0.814613672988379,0.9636407654968638,5.953547800192609
18,0.3611209573399307,0.8595085470085471,0.3449355088226445,0.8857808857808858,0.8865343491045174,0.8829544500983862,0.9675675616523992,5.962758299894631
19,0.3427766209993607,0.8669871794871795,0.39447611226485324,0.8484848484848485,0.8462328636346278,0.8432771076651552,0.9697585910127953,5.941165700089186
20,0.31333445598427045,0.8803418803418803,0.4234199783393553,0.8578088578088578,0.8598975636766335,0.8540995878189023,0.9695709433580868,5.965019199997187
21,0.3298558467983181,0.8728632478632479,0.4929443610992743,0.8251748251748252,0.8259981097491121,0.8200838325236566,0.9653693106600124,5.950234799878672
22,0.30475466832136494,0.8808760683760684,0.3590772491695233,0.8508158508158508,0.8413530568602742,0.8445751927132531,0.9705465656511675,5.955713100032881
23,0.2972660414938234,0.8888888888888888,0.3732483046593922,0.8601398601398601,0.8652222476801467,0.8563456007235288,0.9739192609379703,5.964197800029069
24,0.2664487096998427,0.9011752136752137,0.3443302255393047,0.8671328671328671,0.8550077328445411,0.8605320335663619,0.972953568404742,5.958750399993733
25,0.26716860148132354,0.8995726495726496,0.2941329579253297,0.9020979020979021,0.8969856226371863,0.8979539412129635,0.9797190104458977,5.94324960000813
26,0.23953220286430457,0.907051282051282,0.3204693114216763,0.8787878787878788,0.8789160652232023,0.8753344158989661,0.9743548490285893,5.964464899851009
27,0.2448355980281137,0.9097222222222222,0.3261979510247846,0.8881118881118881,0.8809829304616795,0.8832691706003183,0.9810079671241448,5.974046700168401
