outer_fold,candidate_name,mean_inner_validation_macro_f1,std_inner_validation_macro_f1,median_best_epoch,minimum_best_epoch,maximum_best_epoch,training_config_sha256
0,paper_default,0.911027314851489,0.01762372576799428,44.0,28,50,b387dead7d08830f46bf95db0af85b3aa319acfe2495dca082e60555d248a6eb
