epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_macro_roc_auc,epoch_seconds,inner_fold
1,0.8365996996907596,0.6153427638737758,0.803398464977355,0.6587473002159827,0.5900177866446237,0.5525256273515624,0.8508696433676013,7.174426599987783,0
2,0.6819080133822071,0.7094668117519043,0.6782157568514475,0.7041036717062635,0.6459340234354244,0.6601992924237398,0.8542824852063967,7.083452800055966,0
3,0.6479276340207545,0.7268770402611534,0.8270612530265462,0.6393088552915767,0.6571248740774581,0.6345929250999878,0.8577727198743631,7.096131999976933,0
4,0.5755058896035702,0.7595212187159956,0.7816296897941223,0.652267818574514,0.6934444683644777,0.6656015546540242,0.8881548259390263,7.134191200020723,0
5,0.4910824196707047,0.8035908596300326,0.5762165995982534,0.7602591792656588,0.767488182864455,0.7454642732661668,0.9166966919265488,7.131638300023042,0
6,0.436285740565164,0.8269858541893362,0.5437437786356613,0.7516198704103672,0.7705093378514807,0.7441902883933347,0.9308257554250572,7.094812999945134,0
7,0.4137029295323074,0.8329706202393906,0.5583654157978284,0.7688984881209503,0.6977807504353537,0.6895675043123058,0.9332371732628189,7.1095573999919,0
8,0.3940636151114537,0.8394994559303591,0.6753809897422179,0.7516198704103672,0.7049929143748628,0.6865078307870492,0.9337265900813768,7.064175900071859,0
9,0.3554871248991367,0.8596300326441785,0.6009201046469628,0.7732181425485961,0.7009780737288466,0.6931239072349165,0.9306072483126352,7.1498536000726745,0
10,0.3433203101158142,0.8699673558215452,0.4140537016518156,0.8552915766738661,0.8466127315564217,0.837139614991865,0.9537515153245798,7.108484299969859,0
11,0.3335704386428857,0.8623503808487486,1.2972658665741037,0.6047516198704104,0.6148604759064095,0.5768036254257932,0.916703046441378,7.107014500070363,0
12,0.31577027113186,0.8835690968443961,0.8538861518409445,0.7019438444924406,0.7160204149267582,0.6920560573956358,0.9407264743891824,7.132307699997909,0
13,0.2754169949639479,0.9042437431991296,0.4359597935870322,0.8034557235421166,0.8063983715387392,0.7871693803503027,0.9526930136506838,7.075510900001973,0
14,0.2901036688435713,0.8917301414581066,0.5308399887782669,0.8250539956803455,0.8109119174901275,0.803997270647903,0.9508162875150477,7.096366500016302,0
15,0.264779311463934,0.8949945593035908,0.4534174213140647,0.816414686825054,0.8254504041846547,0.804032039326157,0.9611107484645122,7.081928699975833,0
16,0.2487367046540917,0.9064200217627856,1.182290712391049,0.6825053995680346,0.6554883055687482,0.6253691549612546,0.929455871625655,7.119654300040565,0
17,0.2712905752645872,0.8949945593035908,0.4339672636731526,0.8099352051835853,0.81209546613115,0.7943751656659592,0.9552620671276406,7.135439399979077,0
18,0.2357510298458095,0.9031556039173014,0.4381972494444379,0.8531317494600432,0.8272943648601198,0.8264092654973895,0.9648592240624296,7.139706000103615,0
19,0.2071444285026183,0.9227421109902068,0.456057214749284,0.8250539956803455,0.8294273379687072,0.8100564151059896,0.960673181478326,7.1370146999834105,0
20,0.2265993393836005,0.9167573449401524,0.6465104939283418,0.8012958963282938,0.8044086995152632,0.79293413095425,0.9592398959022486,7.137877100030892,0
21,0.2060667217847961,0.9173014145810664,1.0507415171285697,0.6565874730021598,0.7208905702298569,0.6670468825855377,0.942733587888109,7.161543000023812,0
22,0.2146305440883512,0.9227421109902068,0.4036887032628566,0.8920086393088553,0.8617762432437318,0.8658036274735131,0.96511509693021,7.119466599891894,0
23,0.2010501952633115,0.9216539717083788,0.8814586506462116,0.7321814254859611,0.755624978430886,0.7292891222087615,0.9504509507955854,7.124078000080772,0
24,0.1872860314375168,0.9319912948857454,0.536403041936346,0.8466522678185745,0.8345563774186852,0.8268086056931091,0.9649466197493456,7.1724850999889895,0
25,0.1632038571053996,0.9390642002176278,0.7260402802631466,0.7948164146868251,0.8062197929693727,0.7831511260334749,0.9564992860759476,7.171064699999988,0
