outer_fold,candidate_name,mean_inner_validation_macro_f1,std_inner_validation_macro_f1,median_best_epoch,minimum_best_epoch,maximum_best_epoch,training_config_sha256
2,paper_default,0.9339489945426582,0.028639470726234025,39.0,31,47,b387dead7d08830f46bf95db0af85b3aa319acfe2495dca082e60555d248a6eb
