epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_macro_roc_auc,epoch_seconds,inner_fold
1,0.8354668668056969,0.6185402237613212,1.004403148201986,0.5912863070539419,0.5671410543228746,0.549418752360353,0.8748935453477871,7.332211300032213,0
2,0.6567613834006137,0.7165689930740543,1.1636359859180647,0.5228215767634855,0.5755229346961371,0.4494820511511707,0.8631540931100835,7.266767699969932,0
3,0.600473096888943,0.7405434203516249,0.5793221758608996,0.7282157676348547,0.7345642115989178,0.7324325096692718,0.9099099444543728,7.275802699965425,0
4,0.542652163136558,0.780500799147576,1.1541823206538977,0.5767634854771784,0.5825038175869435,0.5114350021958717,0.8897044348534303,7.265325500047766,0
5,0.4919779811473241,0.8002131060202451,0.8041082380718215,0.6825726141078838,0.7161702380494942,0.671791998277838,0.8721809170251665,7.253241400001571,0
6,0.4460481532596818,0.8231220031965903,1.584010774231056,0.5518672199170125,0.543934092723601,0.4627268845816314,0.8363202586146913,7.311421599937603,0
7,0.4078909117107259,0.8343100692594566,0.7073194726343224,0.7219917012448133,0.753838756228039,0.7136916019913476,0.9407681048406932,7.291642800089903,0
8,0.3826431225256902,0.853489611081513,0.9187487683479222,0.6327800829875518,0.671777447845287,0.5770649177834807,0.9335973219869088,7.335251400014386,0
9,0.3598806264556718,0.8604155567394779,0.7357911269694443,0.7116182572614108,0.747249505101264,0.702893231125724,0.9520211439706092,7.265108700026758,0
10,0.3014829021044468,0.8833244539158231,1.3289455402317878,0.5809128630705395,0.6263990406578346,0.5065314880962363,0.9005099288956399,7.368891700054519,0
11,0.2813990934293957,0.8961108151305275,1.0617869490858058,0.6244813278008299,0.665733972894777,0.5766667810351519,0.938157261908282,7.262341300025582,0
12,0.2700601653987318,0.8982418753329782,0.6782102906821427,0.7282157676348547,0.7606498401096391,0.7176663446576503,0.9313618167350796,7.255607699975371,0
13,0.2666740476108639,0.8993074054342035,1.0642608133457694,0.6348547717842323,0.6800194152581088,0.6195827320827321,0.9219043399017044,7.350639599957503,0
14,0.2683891857129243,0.8961108151305275,0.5523834174104746,0.7738589211618258,0.795622743425425,0.757192134012588,0.9668396034119864,7.272358999936841,0
15,0.2189367444958531,0.913692061800746,0.7207846687913435,0.7427385892116183,0.7698404227310441,0.7294126638388932,0.9407776951826126,7.32358289998956,0
16,0.2332965170981468,0.9147575919019711,0.6970649737153681,0.7365145228215768,0.7672231697997208,0.7263748288580881,0.9504561260336276,7.267489599995315,0
17,0.1957961447739385,0.9238145977623868,0.832942537128678,0.7116182572614108,0.7421800840794172,0.6941138529103491,0.9426097144800184,7.297861899947748,0
18,0.2073449558068858,0.9243473628129996,1.2056705326371329,0.6410788381742739,0.6881091061367443,0.638449415248348,0.9300136793300916,7.304154600016773,0
19,0.207835517589501,0.923281832711774,1.049653875189389,0.6991701244813278,0.7242147440686866,0.6646890615449568,0.9378935001116292,7.343328000046313,0
20,0.1894413466839696,0.9312733084709643,0.552841705614044,0.7863070539419087,0.8160532377264401,0.7871887936338146,0.9602189264911352,7.267574500059709,0
21,0.1973274276652867,0.9296750133191264,0.5487423753249941,0.7966804979253111,0.8223315316315363,0.797345676903844,0.9503512224196512,7.360105099971406,0
22,0.167498533248298,0.9344698987746404,0.8814907851570993,0.7240663900414938,0.7571729185434394,0.7165183622382623,0.955762813923574,7.364923099987209,0
23,0.1700819381172821,0.938732019179542,0.6803974681282686,0.7551867219917012,0.7861466423024212,0.7484658258669558,0.9566888941551556,7.322534100036137,0
24,0.1774790778668814,0.9371337240277038,0.6169800802879808,0.7904564315352697,0.8136199263095426,0.7810720592839133,0.9592327544944418,7.331645800033584,0
25,0.147783467826941,0.9504528502930208,0.7837503325093645,0.7365145228215768,0.7710712654179991,0.7319783376731337,0.944496678547098,7.337706799968146,0
26,0.1691507540393142,0.9350026638252532,0.8009261343148981,0.7427385892116183,0.7685270376236891,0.7244875649624705,0.9495550645645278,7.292622599983588,0
27,0.1526591705558271,0.9456579648375066,0.8855323454483964,0.7448132780082988,0.7749257651895842,0.733129165809543,0.9572449743066208,7.322488699923269,0
28,0.1420032752119104,0.9493873201917954,0.4842295470759581,0.8257261410788381,0.8284994428386624,0.8285091232754783,0.9551382776841232,7.3111706000054255,0
29,0.1528593438241351,0.9488545551411828,0.8409711537163905,0.7427385892116183,0.7651740186346631,0.7304700007343762,0.938017641206418,7.338991300086491,0
30,0.1451459800041557,0.941928609483218,1.1711082021160926,0.6742738589211619,0.7088727053562915,0.6441426991624739,0.9393759282784276,7.301912099937908,0
31,0.1495137578258504,0.9509856153436336,0.6433760509536413,0.7634854771784232,0.7906578346276838,0.7512445887445888,0.9590028435120552,7.298589600017294,0
32,0.1472012734692593,0.945125199786894,0.6569439930864513,0.7821576763485477,0.8058252712158925,0.772261396378462,0.9593646266043891,7.3971212999895215,0
33,0.1169464234411557,0.9573787959509856,0.5182441126756153,0.8298755186721992,0.8482913896870361,0.825574873486212,0.9664267949292056,7.372442899970338,0
34,0.1405528063911172,0.9509856153436336,1.451688699066809,0.6473029045643154,0.6832838434597228,0.588593484162205,0.9270421220444098,7.320619600010104,0
35,0.1550613887048364,0.9461907298881194,0.4547565370117975,0.8443983402489627,0.8654891207666767,0.845056657539126,0.96705060278084,7.293431299971417,0
36,0.1310750615917499,0.9461907298881194,0.540142278546367,0.8195020746887967,0.8392594877531242,0.8190664153018341,0.956908349503608,7.319186099921353,0
37,0.1281924033393616,0.9568460309003728,0.8125824076857774,0.7261410788381742,0.7618204659661947,0.720974295349799,0.957034274526516,7.265917100012302,0
38,0.12730708851672,0.9547149706979222,0.4212059169018416,0.8589211618257261,0.8763388238274351,0.8617062683289971,0.9674161260907272,7.344968599965796,0
39,0.1217080000778049,0.9568460309003728,0.7275773166597693,0.7697095435684648,0.7965585503273945,0.7617177337685505,0.952822820493509,7.327713700011373,0
40,0.117637791620745,0.960042621204049,0.9728201753401904,0.7406639004149378,0.7702622963301357,0.7257538556602228,0.954224214025832,7.343114400049671,0
41,0.1015256623924572,0.960042621204049,0.5240459198062598,0.8298755186721992,0.8524504425269934,0.8302252739258217,0.9647340046532004,7.345000299974345,0
42,0.1071399500594535,0.9541822056473096,0.5568282463842872,0.8423236514522822,0.8592172310148875,0.837211318785113,0.9682591616944796,7.321916299988516,0
43,0.1282373538948337,0.9557805007991476,0.5440884254992595,0.8153526970954357,0.8395386021014163,0.814352334124511,0.9633913848976936,7.342596199945547,0
44,0.1202816195353333,0.9547149706979222,0.7663526022420323,0.7821576763485477,0.8077032891731384,0.77231828118496,0.9575274993904048,7.285098500084132,0
45,0.1194205478778467,0.9605753862546615,0.9991751197195144,0.7448132780082988,0.7716423024211969,0.7224996514187291,0.958306849112206,7.322975600021891,0
46,0.1185173367209172,0.9568460309003728,0.5930638993429446,0.8049792531120332,0.8281908871744733,0.8016373765628352,0.9608485224907308,7.283893399988301,0
