evaluation_level,samples_mean,samples_std,samples_min,samples_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,macro_precision_mean,macro_precision_std,macro_precision_min,macro_precision_max,macro_recall_mean,macro_recall_std,macro_recall_min,macro_recall_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,weighted_precision_mean,weighted_precision_std,weighted_precision_min,weighted_precision_max,weighted_recall_mean,weighted_recall_std,weighted_recall_min,weighted_recall_max,weighted_f1_mean,weighted_f1_std,weighted_f1_min,weighted_f1_max,macro_roc_auc_ovr_mean,macro_roc_auc_ovr_std,macro_roc_auc_ovr_min,macro_roc_auc_ovr_max,weighted_roc_auc_ovr_mean,weighted_roc_auc_ovr_std,weighted_roc_auc_ovr_min,weighted_roc_auc_ovr_max,matthews_correlation_coefficient_mean,matthews_correlation_coefficient_std,matthews_correlation_coefficient_min,matthews_correlation_coefficient_max,cohen_kappa_mean,cohen_kappa_std,cohen_kappa_min,cohen_kappa_max,negative_log_likelihood_mean,negative_log_likelihood_std,negative_log_likelihood_min,negative_log_likelihood_max,multiclass_brier_score_mean,multiclass_brier_score_std,multiclass_brier_score_min,multiclass_brier_score_max,expected_calibration_error_10_bins_mean,expected_calibration_error_10_bins_std,expected_calibration_error_10_bins_min,expected_calibration_error_10_bins_max
patient_level,46.6,0.5477225575051667,46,47,0.8973172987974098,0.07111536667791152,0.7872340425531915,0.9782608695652174,0.9015185021376972,0.0757699881989057,0.7777777777777778,0.9824561403508771,0.9074619775935566,0.054800986321699975,0.8345864661654135,0.9814814814814815,0.9015185021376972,0.0757699881989057,0.7777777777777778,0.9824561403508771,0.8930572333820285,0.07836586066112151,0.7702702702702703,0.9814671814671815,0.9121472409825057,0.05517940098991743,0.8281874900015997,0.9794685990338164,0.8973172987974098,0.07111536667791152,0.7872340425531915,0.9782608695652174,0.8941678320724785,0.07579169131451616,0.775062296338892,0.9782776565385262,0.9929971423511688,0.006522515100916386,0.9820663531870428,0.9993502274204028,0.9926022302854897,0.006880356602723339,0.9809508326107738,0.999194847020934,0.8520380073551778,0.09985207821348727,0.6978702342864608,0.9670814584667614,0.844255696585881,0.10794806292562992,0.6767537826685006,0.966374269005848,0.24723316471670756,0.08617479675269639,0.1654472524435354,0.38909885239994685,0.13279056424005928,0.058107616681048725,0.07495237816367452,0.22781539607102116,0.09653278863259666,0.023720218235587665,0.0703658320394189,0.12899389449518062
slice_level,586.2,67.86530777945386,479,655,0.9105311979892686,0.024218955799476194,0.8793893129770992,0.9458041958041958,0.903338672171128,0.026269333528035947,0.8775974327352775,0.9402472527472527,0.9073105361799756,0.02169460570836421,0.8837318803316548,0.9389724452485959,0.903338672171128,0.026269333528035947,0.8775974327352775,0.9402472527472527,0.9011317283991603,0.026275612123839335,0.8703753263499904,0.9390419847022892,0.917112639239291,0.019772546715464513,0.8953094978204158,0.9469352314540599,0.9105311979892686,0.024218955799476194,0.8793893129770992,0.9458041958041958,0.9100952593456709,0.024929417743926912,0.8773514921045857,0.9457018486054005,0.9870703551723492,0.004981602960384652,0.9806604627623287,0.9939869358739551,0.9881141950663437,0.004376116093926791,0.9830400850414699,0.9946388347229694,0.8639787078178289,0.03388513025140448,0.8246370653472972,0.9156975899925272,0.8606726949191439,0.03622494339620867,0.8164602309809597,0.9148923915756331,0.23781838512105186,0.05946293967946,0.14717654041988953,0.30870107508446304,0.13210196022322557,0.034294938446216845,0.07949421842970718,0.17400561848721666,0.02326704148680473,0.009012076622200058,0.012547940305460997,0.03260488364637615
