outer_fold,inner_fold,best_epoch,best_validation_macro_f1
4,0,46,0.9323860175475428
4,1,50,0.9263565167588027
4,2,48,0.9255592487405409
4,3,44,0.9602310982495327
4,4,49,0.8517248644209987
