evaluation_level,metric,estimate,confidence_level,lower,upper,bootstrap_iterations,resampling_unit
slice_level,accuracy,0.90992835209826,0.95,0.8848472793614833,0.9312096989300415,2000,patient
slice_level,balanced_accuracy,0.902414264767084,0.95,0.8728799218283667,0.9257485065413021,2000,patient
slice_level,macro_f1,0.9017424133800832,0.95,0.8720121068650073,0.9238578281397992,2000,patient
slice_level,macro_roc_auc_ovr,0.9837805506026861,0.95,0.9755403103452163,0.9899610694987564,2000,patient
patient_level,accuracy,0.8969957081545065,0.95,0.8583690987124464,0.9356223175965666,2000,patient
patient_level,balanced_accuracy,0.9049968027770166,0.95,0.8704387949676791,0.9393076337346802,2000,patient
patient_level,macro_f1,0.8962615929902699,0.95,0.857327048635635,0.9344332365029923,2000,patient
patient_level,macro_roc_auc_ovr,0.9890835595468976,0.95,0.9814931481973148,0.9952829642655737,2000,patient
