outer_fold,inner_fold,best_epoch,best_validation_macro_f1
2,0,27,0.8744271290112214
2,1,46,0.9440955448201825
2,2,48,0.9345716537205898
2,3,44,0.9100003606332722
2,4,33,0.9193439128783956
