outer_fold,inner_fold,best_epoch,best_validation_macro_f1
0,0,25,0.8756347291866419
0,1,45,0.916744483469284
0,2,15,0.8870798139374564
0,3,38,0.8734052699923008
0,4,48,0.8820946678185374
