outer_fold,inner_fold,best_epoch,best_validation_macro_f1
3,0,40,0.8921428571428572
3,1,47,0.9178504956312428
3,2,49,0.8971520512159357
3,3,39,0.921217888903027
3,4,46,0.9063189509493554
