class_index,class_name,precision,sensitivity_recall,specificity,f1_score,roc_auc_ovr,support
0,meningioma,0.9733333333333334,0.8902439024390244,0.9867549668874173,0.9299363057324841,0.9895816507833953,82
1,glioma,0.946236559139785,0.9887640449438202,0.9652777777777778,0.967032967032967,0.9976591760299626,89
2,pituitary,0.9384615384615385,0.9838709677419355,0.9766081871345029,0.9606299212598425,0.995566874174684,62
