evaluation_level,metric,estimate,confidence_level,lower,upper,bootstrap_iterations,resampling_unit
slice_level,accuracy,0.944387581030365,0.95,0.9240298393733427,0.9628415478658602,2000,patient
slice_level,balanced_accuracy,0.9393720017189736,0.95,0.9157542198499345,0.9608160263727393,2000,patient
slice_level,macro_f1,0.9383861766577342,0.95,0.9147807977193657,0.9589033326247081,2000,patient
slice_level,macro_roc_auc_ovr,0.9885597060627375,0.95,0.9794692126839365,0.9955742704539712,2000,patient
patient_level,accuracy,0.9570815450643777,0.95,0.9313304721030042,0.9828326180257511,2000,patient
patient_level,balanced_accuracy,0.9603087603909747,0.95,0.9368341352788432,0.9816925018024513,2000,patient
patient_level,macro_f1,0.9576800270545659,0.95,0.930652930302895,0.9812281109998562,2000,patient
patient_level,macro_roc_auc_ovr,0.9936780755947994,0.95,0.9869933210014711,0.9986368157374093,2000,patient
