model_name,outer_fold,inner_fold,best_epoch,best_validation_macro_f1
resnet50,3,0,17,0.9120876589735074
resnet50,3,1,28,0.9784423153465628
resnet50,3,2,39,0.9475985516157682
resnet50,3,3,32,0.9668312571538378
resnet50,3,4,38,0.9748436733777911
