model_name,outer_fold,inner_fold,best_epoch,best_validation_macro_f1
resnet50,0,0,39,0.9687480713940163
resnet50,0,1,48,0.9863770086520124
resnet50,0,2,34,0.9414008292562571
resnet50,0,3,41,0.9508961076042387
resnet50,0,4,49,0.983463412487123
