class_index,class_name,precision,sensitivity_recall,specificity,f1_score,roc_auc_ovr,support
0,meningioma,0.9726027397260274,0.8658536585365854,0.9867549668874173,0.9161290322580645,0.9897431755774512,82
1,glioma,0.9550561797752809,0.9550561797752809,0.9722222222222222,0.9550561797752809,0.9938358302122346,89
2,pituitary,0.8591549295774648,0.9838709677419355,0.9415204678362573,0.9172932330827067,0.9970760233918129,62
