model_name,outer_fold,inner_fold,best_epoch,best_validation_macro_f1
mobilenet_v3_large,3,0,16,0.8914903109812347
mobilenet_v3_large,3,1,37,0.973435714336565
mobilenet_v3_large,3,2,19,0.9565653263593767
mobilenet_v3_large,3,3,35,0.9579001438575907
mobilenet_v3_large,3,4,35,0.9829313543599257
