evaluation_level,metric,estimate,confidence_level,lower,upper,bootstrap_iterations,resampling_unit
slice_level,accuracy,0.9532582736267485,0.95,0.9322519189294751,0.9710408345137537,2000,patient
slice_level,balanced_accuracy,0.946160898272646,0.95,0.9230177562195008,0.9666321149721268,2000,patient
slice_level,macro_f1,0.9469002226987508,0.95,0.9236292032901645,0.9668550568649809,2000,patient
slice_level,macro_roc_auc_ovr,0.9899463535484155,0.95,0.9800333717681327,0.996970923267524,2000,patient
patient_level,accuracy,0.944206008583691,0.95,0.9141630901287554,0.9699570815450643,2000,patient
patient_level,balanced_accuracy,0.9468023350041402,0.95,0.917515808106044,0.9732993503699079,2000,patient
patient_level,macro_f1,0.94480815684203,0.95,0.9135188581149716,0.971885529268579,2000,patient
patient_level,macro_roc_auc_ovr,0.9920658374631816,0.95,0.9844303382492592,0.9975576290300726,2000,patient
