outer_fold,inner_fold,best_epoch,best_validation_macro_f1
0,0,49,0.9053765836235333
0,1,49,0.9311287130980226
0,2,48,0.8969331962619939
0,3,43,0.8748516474562323
0,4,46,0.9575003575003574
