outer_fold,inner_fold,best_epoch,best_validation_macro_f1
1,0,27,0.8734559156824112
1,1,32,0.9762650391603871
1,2,30,0.9423469387755102
1,3,37,0.895515810228302
1,4,47,0.9642862321976633
