variant,outer_fold,evaluation_level,samples,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,macro_roc_auc_ovr,weighted_roc_auc_ovr,matthews_correlation_coefficient,cohen_kappa,negative_log_likelihood,multiclass_brier_score,expected_calibration_error_10_bins
no_residual_without_dropout,0,slice_level,655,0.9267175572519084,0.9236782078050761,0.9249974162129537,0.9236782078050761,0.921577322064229,0.9290151866087533,0.9267175572519084,0.9252768811650851,0.9909174119266071,0.9914249873282951,0.8900706284469502,0.887768798012394,0.22265830192201622,0.11291231669101814,0.03986039864907498
no_residual_without_dropout,0,patient_level,47,0.9574468085106383,0.9629629629629629,0.9558404558404558,0.9629629629629629,0.9575350140056021,0.9602655028186944,0.9574468085106383,0.9569247273377436,0.9979292099981755,0.9979247458337701,0.937503537862678,0.9355723098012337,0.14874121719943634,0.0835563559801892,0.08490846713777539
no_residual_without_dropout,1,slice_level,479,0.824634655532359,0.8428421325036192,0.829056312035513,0.8428421325036192,0.8183068578325496,0.8724148018981888,0.824634655532359,0.8316272338650977,0.9790571916550316,0.98255697283065,0.7541256846137756,0.7380059384278794,0.5996216914533505,0.27899377254906127,0.130004551146562
no_residual_without_dropout,1,patient_level,46,0.8478260869565217,0.8510835913312693,0.8833333333333333,0.8510835913312693,0.8549318364073777,0.875,0.8478260869565217,0.8473030926397267,0.9765453516218615,0.975005552779166,0.7771282351311178,0.7625368731563422,0.373641872641424,0.22924885924418864,0.10214714998683945
no_residual_without_dropout,2,slice_level,630,0.9492063492063492,0.9396142472583575,0.9404172585263355,0.9396142472583575,0.939991871494683,0.9491651694177436,0.9492063492063492,0.9491623788294702,0.9922882496844555,0.993384048688193,0.9183497354216573,0.9183236909912976,0.1764133341329172,0.08550809480077057,0.025494059597383642
no_residual_without_dropout,2,patient_level,47,0.9148936170212766,0.9153439153439153,0.9298245614035089,0.9153439153439153,0.9155354449472096,0.9328107502799553,0.9148936170212766,0.9170116491768556,0.9978354978354979,0.9980657640232108,0.8791341495710792,0.8719346049046321,0.18146457739003982,0.10459971938140421,0.05192220714697179
no_residual_without_dropout,3,slice_level,572,0.9405594405594405,0.9412393162393163,0.9317858631163353,0.9412393162393163,0.9355475545607241,0.9425818867878953,0.9405594405594405,0.9404794399661223,0.9930169866520201,0.9935007195981276,0.9083054525725721,0.907030996041838,0.2001217212850162,0.09421968084459671,0.026945532222769217
no_residual_without_dropout,3,patient_level,47,0.9361702127659575,0.9338624338624338,0.9350071225071225,0.9338624338624338,0.9336917562724013,0.9358633387888706,0.9361702127659575,0.9353313505681384,0.9900897314690419,0.9893505858289423,0.9042416121704571,0.9036226930963773,0.2546639982343026,0.09366253773908008,0.048635765215329994
no_residual_without_dropout,4,slice_level,595,0.8941176470588236,0.8903623398462311,0.8979249763593294,0.8903623398462311,0.8908446578866803,0.8997078432258228,0.8941176470588236,0.894281601115917,0.9753862204586564,0.9737803351026044,0.8365380978272655,0.8344930812500552,0.42649658055621736,0.17558907571701038,0.05861293948121722
no_residual_without_dropout,4,patient_level,46,0.9347826086956522,0.9315789473684211,0.9500000000000001,0.9315789473684211,0.9369105948053317,0.9445652173913044,0.9347826086956522,0.9356467451433126,0.9960486446376628,0.9952801377089233,0.9034168969656445,0.8987527512839325,0.18010280142471408,0.09385820996485181,0.09202166942569365
