outer_fold,inner_fold,best_epoch,best_validation_macro_f1
3,0,28,0.8606683695189442
3,1,41,0.943257456343833
3,2,26,0.9151153478519207
3,3,46,0.9334695790706494
3,4,45,0.9369024505881463
