outer_fold,inner_fold,best_epoch,best_validation_macro_f1
4,0,25,0.9291924344051467
4,1,45,0.9232365510784436
4,2,45,0.9367841134755817
4,3,38,0.9633512923552324
4,4,49,0.8981555609609738
