outer_fold,inner_fold,best_epoch,best_validation_macro_f1
2,0,43,0.8765625421635166
2,1,41,0.9522656787922349
2,2,42,0.9384058791984833
2,3,43,0.9548024892450823
2,4,35,0.9365294600500498
