model_name,outer_fold,evaluation_level,samples,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,macro_roc_auc_ovr,weighted_roc_auc_ovr,matthews_correlation_coefficient,cohen_kappa,negative_log_likelihood,multiclass_brier_score,expected_calibration_error_10_bins
efficientnet_b0,0,slice_level,655,0.9282442748091603,0.9261180525635502,0.9283923606363098,0.9261180525635502,0.919771637126412,0.9388740953838349,0.9282442748091603,0.9268703122595408,0.9794058403847546,0.9807384090487523,0.8962446788961159,0.8905601217223138,0.5319485724588802,0.12635797294014203,0.05882135325676699
efficientnet_b0,0,patient_level,47,0.9361702127659575,0.9444444444444445,0.9338624338624338,0.9444444444444445,0.9345321345321346,0.9434312732185073,0.9361702127659575,0.9352094713796842,0.9942077980617534,0.9934702861335291,0.9081009678810192,0.9037542662116042,0.328906241737785,0.1270735346968231,0.08232424033705082
efficientnet_b0,1,slice_level,479,0.9561586638830898,0.9582564112941562,0.9451193967323,0.9582564112941562,0.9501518766689826,0.9605010788255453,0.9561586638830898,0.9571330835428288,0.992618952054749,0.9934439163714238,0.9336241813496111,0.932502616957887,0.2454424510728942,0.08534157395447789,0.03825706731152236
efficientnet_b0,1,patient_level,46,0.9782608695652174,0.9666666666666667,0.9833333333333334,0.9666666666666667,0.9739091318038686,0.9793478260869565,0.9782608695652174,0.9779674939858005,0.9984243014944769,0.9985909822866345,0.9668404505485387,0.9661016949152542,0.06985198145561114,0.04076700466674333,0.037467965599745655
efficientnet_b0,2,slice_level,630,0.946031746031746,0.9217090344909894,0.9571174196174197,0.9217090344909894,0.9367914549375715,0.947885632885633,0.946031746031746,0.9452591777834102,0.9950861447700566,0.9957962268893757,0.9135045180480281,0.911993097497843,0.18208715498542735,0.07915245757235613,0.03380022712711498
efficientnet_b0,2,patient_level,47,0.8723404255319149,0.8640211640211639,0.8908382066276803,0.8640211640211639,0.866912366912367,0.8887644643523703,0.8723404255319149,0.8709463815846795,0.9953065134099616,0.9951393983859134,0.8137899713978647,0.8064516129032258,0.1659106454039269,0.11414958683946944,0.10684141391168125
efficientnet_b0,3,slice_level,572,0.9877622377622378,0.9841269841269842,0.9849183211647666,0.9841269841269842,0.9844939444820687,0.987775571680785,0.9877622377622378,0.9877396445140688,0.999783435415229,0.9998515411219215,0.98077043607302,0.9807374052264942,0.024789831879526523,0.015414795091159292,0.006507937784883408
efficientnet_b0,3,patient_level,47,0.9787234042553191,0.9814814814814815,0.9777777777777779,0.9814814814814815,0.9789819376026273,0.9801418439716312,0.9787234042553191,0.9787862907452048,1.0,1.0,0.9686455155476271,0.967983651226158,0.04106018201412576,0.01831427649938671,0.034174495960388476
efficientnet_b0,4,slice_level,595,0.9563025210084034,0.959580543878323,0.953758900480212,0.959580543878323,0.9549641610247193,0.9609734206648382,0.9563025210084034,0.9571322014558308,0.9975918547028102,0.9974689320357127,0.933709901429664,0.9321735165422962,0.15016113041685383,0.07112748709833505,0.0281933997419272
efficientnet_b0,4,patient_level,46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07528105052317245,0.03806265620732619,0.061296066479064895
