epoch,train_loss,train_accuracy,epoch_seconds
1,0.5621963292170804,0.8075455701568461,11.288406200008467
2,0.21825217054197474,0.9194573972022043,11.198984200134873
3,0.12008688126064146,0.9639677829588809,11.177245600149035
4,0.0753443468647925,0.9775328529037728,11.152240700088441
5,0.05831426503030159,0.9809241203899958,11.178286399925128
6,0.06043162737902366,0.9783806697753286,11.160067500080913
7,0.03643158402399726,0.9894022891055532,11.179064000025392
8,0.03336095910530416,0.9894022891055532,11.192354399943724
9,0.02605745321966395,0.9927935565917761,11.150169900152832
10,0.03208074781249367,0.9864349300551081,11.193798699881881
11,0.03134382371334718,0.9902501059771089,11.188096300000325
12,0.017847771587501896,0.9957609156422212,11.192934700055048
13,0.015132930640927933,0.9944891903348877,11.177513099974021
14,0.018543549470252888,0.9940652818991098,11.151391200022772
15,0.01963829701263402,0.9961848240779991,11.214783600065857
16,0.019869935507923618,0.9953370072064434,11.15399259980768
17,0.01534551818866556,0.9961848240779991,11.206308300141245
18,0.009605992392846768,0.9983043662568886,11.181192899821326
19,0.009497741556080116,0.9983043662568886,11.18317799991928
20,0.011540446794248767,0.9957609156422212,11.151997900102288
21,0.01083720073595129,0.9970326409495549,11.182881199987605
22,0.011821667828382754,0.9974565493853328,11.178322000196204
23,0.014409010775068292,0.9953370072064434,11.192468000110239
24,0.015418218136474888,0.993217465027554,11.156549599952996
25,0.009790045720705064,0.9978804578211107,11.170236199861392
26,0.00545932475274927,0.9987282746926663,11.207575199892744
27,0.005212146255269413,0.9987282746926663,11.195815299870446
28,0.010408869087917655,0.996608732513777,11.239680600119755
29,0.005922589115301031,0.9983043662568886,11.17240949999541
30,0.0036986391235738296,0.9991521831284442,11.178603299893439
31,0.004335935773800245,0.9987282746926663,11.237432700116187
32,0.008461671039834086,0.9961848240779991,11.255420400062576
33,0.007718129603953376,0.9974565493853328,11.239622700028121
34,0.0026380611906237127,0.9995760915642221,11.223490600008518
35,0.0020801235744812544,0.9995760915642221,11.192176299868152
36,0.004926631886764908,0.9983043662568886,11.206533399876207
37,0.011838666460221779,0.9957609156422212,11.177891100058332
38,0.008508962602512504,0.9974565493853328,11.197681300109252
