outer_fold,inner_fold,best_epoch,best_validation_macro_f1
1,0,48,0.8477078480248023
1,1,47,0.9233821955419051
1,2,40,0.9123421807206648
1,3,47,0.854992340469266
1,4,43,0.9237242497972424
