outer_fold,inner_fold,best_epoch,best_validation_macro_f1
0,0,47,0.8383781445871975
0,1,45,0.9285518181979205
0,2,28,0.8729424298989544
0,3,46,0.8178367030556729
0,4,45,0.785925456790762
