outer_fold,inner_fold,best_epoch,best_validation_macro_f1
2,0,43,0.8615130131654652
2,1,46,0.9421279369099427
2,2,48,0.8916348259959831
2,3,22,0.8612939964496283
2,4,32,0.896382598655074
