outer_fold,inner_fold,best_epoch,best_validation_macro_f1
4,0,50,0.9038967452300786
4,1,41,0.9030774793737001
4,2,49,0.9268958856888111
4,3,46,0.953576570220161
4,4,36,0.8634109902521082
