outer_fold,inner_fold,best_epoch,best_validation_macro_f1
3,0,26,0.8244686545286856
3,1,48,0.8963590232183455
3,2,43,0.85685043233943
3,3,38,0.9087349269335032
3,4,42,0.8965337022324319
