class_index,class_name,precision,sensitivity_recall,specificity,f1_score,roc_auc_ovr,support
0,meningioma,0.9466666666666667,0.8658536585365854,0.9735099337748344,0.9044585987261147,0.9881279276368923,82
1,glioma,0.9333333333333333,0.9438202247191011,0.9583333333333334,0.9385474860335196,0.9925093632958801,89
2,pituitary,0.8970588235294118,0.9838709677419355,0.9590643274853801,0.9384615384615385,0.9976419543482362,62
