model_name,outer_fold,inner_fold,best_epoch,best_validation_macro_f1
regnet_y_400mf,0,0,31,0.9504533175388618
regnet_y_400mf,0,1,36,0.974365679329308
regnet_y_400mf,0,2,43,0.9524412661016536
regnet_y_400mf,0,3,8,0.9230919933905181
regnet_y_400mf,0,4,49,0.9864523835682274
