evaluation_level,samples_mean,samples_std,samples_min,samples_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,macro_precision_mean,macro_precision_std,macro_precision_min,macro_precision_max,macro_recall_mean,macro_recall_std,macro_recall_min,macro_recall_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,weighted_precision_mean,weighted_precision_std,weighted_precision_min,weighted_precision_max,weighted_recall_mean,weighted_recall_std,weighted_recall_min,weighted_recall_max,weighted_f1_mean,weighted_f1_std,weighted_f1_min,weighted_f1_max,macro_roc_auc_ovr_mean,macro_roc_auc_ovr_std,macro_roc_auc_ovr_min,macro_roc_auc_ovr_max,weighted_roc_auc_ovr_mean,weighted_roc_auc_ovr_std,weighted_roc_auc_ovr_min,weighted_roc_auc_ovr_max,matthews_correlation_coefficient_mean,matthews_correlation_coefficient_std,matthews_correlation_coefficient_min,matthews_correlation_coefficient_max,cohen_kappa_mean,cohen_kappa_std,cohen_kappa_min,cohen_kappa_max,negative_log_likelihood_mean,negative_log_likelihood_std,negative_log_likelihood_min,negative_log_likelihood_max,multiclass_brier_score_mean,multiclass_brier_score_std,multiclass_brier_score_min,multiclass_brier_score_max,expected_calibration_error_10_bins_mean,expected_calibration_error_10_bins_std,expected_calibration_error_10_bins_min,expected_calibration_error_10_bins_max
patient_level,46.6,0.5477225575051667,46,47,0.9527289546716003,0.031720573742603356,0.9148936170212766,1.0,0.9524304224613822,0.03601875492084344,0.9047619047619048,1.0,0.955099721972787,0.029586489675587583,0.9208754208754208,1.0,0.9524304224613822,0.03601875492084344,0.9047619047619048,1.0,0.9508128929800757,0.034655889429729414,0.9111111111111111,1.0,0.95758850564586,0.027288063495556056,0.9303675048355899,1.0,0.9527289546716003,0.031720573742603356,0.9148936170212766,1.0,0.9523728939226572,0.03250766610621829,0.9120567375886525,1.0,0.995905587347529,0.005345714716091059,0.9866082831600073,1.0,0.9956869268844132,0.005685895644212119,0.9858295776124096,1.0,0.9302869494259696,0.04568257559549054,0.8801080410577024,1.0,0.9276489064851872,0.04851552427298248,0.8701657458563536,1.0,0.1407214445442609,0.0966571498043448,0.0275906000135324,0.2752328498872206,0.06514974595955735,0.03971105652471942,0.009532164452227978,0.11796260534184143,0.05192535586296092,0.016508521165347827,0.023823011571179435,0.06365470294615533
slice_level,586.2,67.86530777945386,479,655,0.953716821199509,0.019429244623913353,0.941544885177453,0.9877622377622378,0.9459963933173754,0.02894698867119372,0.9087135828990466,0.9890873015873015,0.95087356781599,0.02030808186226713,0.9298513333086408,0.9813110865742445,0.9459963933173754,0.02894698867119372,0.9087135828990466,0.9890873015873015,0.9462725305478792,0.02282050868774127,0.9287352692241316,0.9849953467015413,0.9565115340126837,0.01796662493573822,0.9441189592165465,0.9882188722821774,0.953716821199509,0.019429244623913353,0.941544885177453,0.9877622377622378,0.9534993062009915,0.01959593339735252,0.9417334597000331,0.9878347441895593,0.9901934461026318,0.008314776195006068,0.9768451481060318,0.9995424286864504,0.9910440227656169,0.00785514023827555,0.9783310648713978,0.9996280214350867,0.9290131894585352,0.02948614081642763,0.9106179953935664,0.9809583403053096,0.9275840956771647,0.030303802538219446,0.9098255946858149,0.9808068412777543,0.22102641562602288,0.1456707532508574,0.035673099146721864,0.43921404678669623,0.0771069559986238,0.034489431505520494,0.017539898265410338,0.10326463311080401,0.03015260908921012,0.016197395461570396,0.004040121918753591,0.04362815420327295
