class_index,class_name,precision,sensitivity_recall,specificity,f1_score,roc_auc_ovr,support
0,meningioma,0.9317507418397626,0.8958630527817404,0.979372197309417,0.9134545454545454,0.9798711641920893,701
1,glioma,0.9726027397260274,0.9755725190839695,0.9777914867365823,0.9740853658536586,0.9971292812371969,1310
2,pituitary,0.943796394485684,0.967391304347826,0.973644952759821,0.9554482018250134,0.9932544916005448,920
