epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_macro_roc_auc,epoch_seconds
1,0.9557895067736726,0.5442678774120318,1.0927225870844919,0.5428015564202334,0.4699902283235617,0.42486929501381554,0.7261666264652232,7.39623919990845
2,0.8369959132760662,0.6435868331441543,0.7499841975794692,0.6575875486381323,0.7213689880356546,0.6624849211519593,0.8700395305964467,7.35534070013091
3,0.771637587961355,0.6713961407491487,0.7244927052857811,0.688715953307393,0.5947876447876448,0.6000109723642623,0.85188125623708,7.334102699998766
4,0.7870956732385139,0.659477866061294,1.3414865089761607,0.4163424124513619,0.4678035178035178,0.37745867834142316,0.8050419776628298,7.327011900022626
5,0.7134966217869392,0.7014755959137344,0.6892887233296257,0.7120622568093385,0.6612267028933695,0.6831497563350265,0.8683478439146062,7.403817999875173
6,0.683637967309941,0.706583427922815,0.8643963571188514,0.5914396887159533,0.6352459602459603,0.5819955611653165,0.8833930441835459,7.3738798999693245
7,0.7243358013849117,0.6923950056753689,0.9150971642727982,0.5836575875486382,0.6714321464321465,0.5836130570966368,0.8506664159494931,7.378922400064766
8,0.6845136982019859,0.7179341657207718,1.2440987802201209,0.5389105058365758,0.37926855426855427,0.3118513745098316,0.786580669029968,7.41241000010632
9,0.6822896171509205,0.7099886492622021,0.8311579155550857,0.6381322957198443,0.696619238285905,0.6368607975833543,0.8803507980497174,7.390443000011146
10,0.7368014984585506,0.6816118047673099,0.6861154369806965,0.7217898832684825,0.6794306210972877,0.6871936474249466,0.8722257397347009,7.3669647998176515
11,0.678275997062276,0.7202043132803633,0.6568056562995168,0.7217898832684825,0.6857548024214691,0.6980687258180863,0.8720984800957182,7.357899599941447
12,0.6609935576474626,0.7287173666288309,2.5072948948302622,0.32879377431906615,0.4083976833976834,0.27310502624721006,0.7360899205835426,7.357013599947095
13,0.6277952288931804,0.7275822928490352,1.197254365984104,0.5486381322957199,0.39850326516993184,0.3547029547029547,0.8190720110711225,7.355519999982789
14,0.7450601832685352,0.6770715096481271,0.7046178340448016,0.6770428015564203,0.6940869440869442,0.665754946996434,0.8827344164853188,7.3748378998134285
15,0.6705528953695135,0.720771850170261,0.6598786004322512,0.6848249027237354,0.6730706897373565,0.6609558586084407,0.8835050384699588,7.356974099995568
16,0.6430446379030468,0.7326901248581158,0.6775271595684007,0.7023346303501945,0.7468528051861384,0.7002477038855771,0.8978758023589828,7.380391699960455
17,0.6313495255084909,0.7400681044267877,0.6400569772442027,0.6848249027237354,0.689003289003289,0.6597156953839495,0.9066582556635082,7.355184199986979
18,0.6004384873809122,0.7519863791146425,0.6547627402650706,0.7023346303501945,0.7053148386481721,0.6755200841522765,0.9036304528947682,7.379763400182128
19,0.5945969650883409,0.7593643586833144,0.5970384782390372,0.7490272373540856,0.7229956146622815,0.7263515030672091,0.8951983090987717,7.388208599993959
20,0.6353173771456612,0.7377979568671964,0.9858306265990557,0.5700389105058365,0.6551205967872634,0.5693427998051859,0.8457587513541384,7.353323800023645
21,0.5743980407714844,0.7661748013620885,0.5207817484896471,0.7587548638132295,0.7511225511225511,0.7451619830898085,0.9151704444565433,7.352474999846891
22,0.5795925258237036,0.7678774120317821,0.6340600150104626,0.7470817120622568,0.7503944420611087,0.7436891832687696,0.8880813698340485,7.377215499989688
23,0.5767641343540014,0.7673098751418842,0.8978163002761885,0.6070038910505836,0.6326898326898327,0.5868997378349,0.9069013800428231,7.367233700118959
24,0.6398341907410291,0.7360953461975028,1.066829348816482,0.5894941634241245,0.45837385004051673,0.4482552630563384,0.8291888483596065,7.329776699887589
25,0.692587934003109,0.7202043132803633,0.7688883973234822,0.6595330739299611,0.6609633442966776,0.629117964334165,0.8914719344072229,7.375589899951592
26,0.7032216841801071,0.7060158910329172,0.726231278960343,0.6653696498054474,0.6734603651270318,0.642797545448659,0.8939061037620467,7.409181500086561
27,0.6415319252636592,0.7270147559591373,1.0398182060699983,0.5642023346303502,0.6154285237618571,0.5541012402571542,0.8566518386258221,7.380906900158152
28,0.5978069134927635,0.757094211123723,0.6210103337634862,0.6945525291828794,0.6825861575861576,0.6548760747176012,0.9090003501950497,7.327752700075507
29,0.5798367520331253,0.7582292849035187,0.5676732153744085,0.7723735408560312,0.7225535058868392,0.72965034868787,0.9128245497118982,7.367943599820137
30,0.5969592547984994,0.7587968217934166,0.5705145388725666,0.745136186770428,0.7307521807521807,0.7213309000375148,0.905828329951242,7.354065000079572
31,0.7470629508527805,0.7048808172531215,0.8130261777439933,0.6264591439688716,0.6321428571428571,0.5876948517735833,0.9008851602278886,7.354611699935049
32,0.6558396207352637,0.7491486946651532,1.1985649027597116,0.45136186770428016,0.5148219648219649,0.4278162319657133,0.8368882033832327,7.385248800041154
33,0.6002175278885545,0.757094211123723,0.5931876016498075,0.7412451361867705,0.7386660469993803,0.7270167926907142,0.9034028076591354,7.3435953999869525
34,0.6087052855940872,0.761066969353008,0.8817082416222717,0.669260700389105,0.5625899709233043,0.5608320649416539,0.8335993391239146,7.294003200018778
35,0.5995101012653173,0.7633371169125993,0.6113234493982931,0.7529182879377432,0.6926676676676676,0.6857434955872228,0.903976053658122,7.348447199910879
