epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_macro_roc_auc,epoch_seconds
1,0.8178219122271384,0.6381048387096774,0.8772518209412566,0.561965811965812,0.49521284809196814,0.4786534075192606,0.8844776761756964,7.74506470002234
2,0.6834447662676534,0.7202620967741935,0.733167985565642,0.6709401709401709,0.6948440875582159,0.6432837032286373,0.9123259737797021,7.648840100038797
3,0.6287354711563357,0.7313508064516129,0.5098920413571545,0.7542735042735043,0.6362116554987185,0.6458577881939083,0.9399233942367445,7.637796099996194
4,0.5469365889026273,0.7772177419354839,0.5028754893021706,0.7435897435897436,0.6234140410606899,0.6337131073807706,0.9528386200088201,7.67559210001491
5,0.5110624336427257,0.7908266129032258,0.4099688002696404,0.8205128205128205,0.8375332234138768,0.7986174423724973,0.9628222119864643,7.694982699933462
6,0.4606477120710957,0.8145161290322581,0.32836100089753795,0.8589743589743589,0.786656284863171,0.8001250984754612,0.9712001894562858,7.679524400038645
7,0.4262704801174902,0.8256048387096774,0.30294385628822523,0.8888888888888888,0.8975522035284053,0.8692187503831624,0.9754743825982378,7.675557399983518
8,0.3942129253860443,0.8482862903225806,0.32247366237207353,0.8675213675213675,0.7668198592824447,0.7873614906435272,0.9808315698160713,7.758376399986446
9,0.35061696604374915,0.8608870967741935,0.25113704187684077,0.9038461538461539,0.8612043924603325,0.872321335419927,0.9817052091670502,7.684891099925153
10,0.3322388017850538,0.8689516129032258,0.37659513695627195,0.8418803418803419,0.8729991443929578,0.820556190617807,0.9815196737267268,7.6469788999529555
11,0.3112880412128664,0.8785282258064516,0.3086755061760927,0.8952991452991453,0.9135557630038894,0.8760620308216676,0.982978222048343,7.679578799987212
12,0.2851458215905774,0.8986895161290323,0.36999139479464954,0.8354700854700855,0.695045317135467,0.689032650754315,0.9830204555914105,7.7072978999931365
13,0.2803056426346302,0.8936491935483871,0.2156226268181434,0.9252136752136753,0.9247646611293919,0.9092525163362635,0.9870654967558231,7.700066799996421
14,0.26949741414958434,0.8961693548387096,0.1856580057268978,0.9294871794871795,0.9304529460714118,0.9120211423987991,0.9912416372330434,7.6870726000051945
15,0.24929796555830586,0.90625,0.19190278937880936,0.9294871794871795,0.8813417823942071,0.9000293060191247,0.9911216449253081,7.683420699904673
16,0.27051929035975086,0.8956653225806451,0.23962930851003045,0.8952991452991453,0.8590210222133986,0.867650359971934,0.9888654823984432,7.663539199973457
17,0.24466602035587834,0.9092741935483871,0.19100548129560602,0.9337606837606838,0.9114910184727578,0.9136877459458105,0.9886256034197817,7.677214900031686
18,0.23294401541352272,0.9117943548387096,0.1401298673520995,0.9444444444444444,0.9336710939520363,0.9275766085472842,0.9941245244294148,7.655525100068189
19,0.22273236272796507,0.9163306451612904,0.17502661772135997,0.9294871794871795,0.8992399506066456,0.9133277909443982,0.9929635309807984,7.6833754000253975
20,0.20355699073162772,0.9238911290322581,0.1513256591736761,0.938034188034188,0.9293284071394142,0.9192637024161003,0.9942246947514848,7.70592860004399
21,0.21849495460910182,0.9168346774193549,0.17149213449949893,0.9423076923076923,0.9236813067930881,0.9262461739081199,0.9926127579926778,7.663336099940352
22,0.19778626892835863,0.9254032258064516,0.3602884975779388,0.8653846153846154,0.7803145611364789,0.8039552318836342,0.9865067114817424,7.620274699991569
23,0.19279099424039164,0.9269153225806451,0.12581372226023266,0.9465811965811965,0.9242715019963382,0.9290936983996055,0.9957633543136325,7.638469600002281
24,0.18505914749637728,0.9319556451612904,0.19516440971682852,0.9166666666666666,0.874961338107461,0.8891443095795548,0.9904311713198877,7.635742400074378
25,0.17676361199588544,0.9314516129032258,0.14125744140364677,0.9487179487179487,0.9436172324796507,0.9363468650554743,0.9950576001570447,7.626443599932827
26,0.19010330547368334,0.9314516129032258,0.14914623213311037,0.9401709401709402,0.9370132649598645,0.9293879098053798,0.9955578170584971,7.649900499964133
27,0.19000963133669668,0.9329637096774194,0.15521252774593666,0.9358974358974359,0.8922472521309216,0.9104512571700845,0.9941850000284228,7.599166200030595
28,0.16919067225629283,0.9354838709677419,0.11196304546096005,0.9594017094017094,0.9480618834337485,0.9445145489763314,0.9963336530428659,7.583540900028311
29,0.17202462093724358,0.9380040322580645,0.18742491125786362,0.9188034188034188,0.8645852840282148,0.8880260761192599,0.9935954504317023,7.637050200020894
30,0.14007458895925554,0.9430443548387096,0.1186574964115444,0.9401709401709402,0.9097591534230617,0.9228038575556307,0.995551821187001,7.642073699971661
31,0.15611276144702588,0.9440524193548387,0.1428073650598128,0.9423076923076923,0.9203999153310419,0.9216734453286177,0.9929418342726576,7.6544709000736475
32,0.1492468184461036,0.9435483870967742,0.13898087167937276,0.9358974358974359,0.8888031169816174,0.9084392135986263,0.9947525411641113,7.654768300009891
33,0.1469371885421776,0.9475806451612904,0.11847824007287645,0.9444444444444444,0.9413996004038202,0.927993609237272,0.9962464702426207,7.599016399937682
34,0.1527897513982269,0.9425403225806451,0.17447829510793728,0.9294871794871795,0.8842976864817373,0.8987640771678329,0.9902761229338393,7.647442899993621
35,0.13121030467652506,0.9516129032258065,0.12956357659358117,0.9465811965811965,0.9093292378714298,0.9249413780663781,0.9955069185353443,7.6179916999535635
36,0.13668869589004787,0.9506048387096774,0.2666660461925034,0.9038461538461539,0.9172038264361456,0.8851952644738841,0.9917709404467171,7.658885899931192
37,0.1460288265539754,0.9440524193548387,0.12148103128688839,0.9423076923076923,0.9470030521188124,0.9274634476676612,0.9967438097795845,7.621243699919432
38,0.15190725698466262,0.9430443548387096,0.10709539356713112,0.9594017094017094,0.9513432748957947,0.9495756307772453,0.9962820298342643,7.685312899993733
39,0.14836121635932115,0.9485887096774194,0.16580181836317748,0.938034188034188,0.9501824794393826,0.9230009039567729,0.9973591303969669,7.699528900091536
40,0.15365170872199438,0.9435483870967742,0.0941660983217323,0.9551282051282052,0.9532207527183006,0.9402281511574021,0.997722560478767,7.676492500002496
41,0.10997392135041376,0.9586693548387096,0.09293129401227745,0.9594017094017094,0.9426383063204625,0.9449428724791044,0.9964868697272712,7.64042770001106
42,0.11753448041816873,0.9566532258064516,0.14027578354630077,0.9401709401709402,0.916484680034412,0.9234925571150189,0.9956053392402152,7.649417700013146
43,0.13166337616501317,0.9571572580645161,0.1031655520041529,0.9594017094017094,0.9339333377451305,0.9422400244957864,0.9964409845184851,7.7073584999889135
44,0.12988097575162688,0.9561491935483871,0.1174324952209225,0.9551282051282052,0.9482854066667886,0.9436521451546995,0.9966913428380315,7.697853600024246
45,0.11023138630233946,0.9601814516129032,0.12540689629749355,0.9423076923076923,0.9519383981703244,0.924058780831861,0.9978872633369934,7.607737699989229
46,0.1440173440402554,0.9455645161290323,0.14276884527256092,0.9358974358974359,0.919175876293208,0.9214126375416698,0.9948562645692726,7.609843699960038
