class_index,class_name,precision,sensitivity_recall,specificity,f1_score,roc_auc_ovr,support
0,meningioma,0.974025974025974,0.9146341463414634,0.9867549668874173,0.9433962264150944,0.9894201259893394,82
1,glioma,0.9555555555555556,0.9662921348314607,0.9722222222222222,0.9608938547486033,0.994538077403246,89
2,pituitary,0.9393939393939394,1.0,0.9766081871345029,0.96875,0.9970760233918129,62
