epoch,train_loss,train_accuracy,epoch_seconds
1,0.47441674139332424,0.8254486133768353,12.598593400092795
2,0.1635501439155947,0.9424959216965743,12.488186799921095
3,0.0907548402252244,0.9653344208809136,12.503962300019339
4,0.07378619812052169,0.9779771615008157,12.491941600106657
5,0.061919414141286794,0.9800163132137031,12.496172499842942
6,0.03869053732062922,0.9853181076672104,12.49727170006372
7,0.035485827901854894,0.9902120717781403,12.487212600186467
8,0.019462612682237892,0.9946982055464927,12.484561100136489
9,0.027045301139676795,0.9922512234910277,12.488461300032213
10,0.016081983770500585,0.9951060358890701,12.521635000128299
11,0.020725648661811046,0.9922512234910277,12.495193999959156
12,0.022997908986425772,0.9934747145187602,12.493336900137365
13,0.019007573571195903,0.9946982055464927,12.485536699881777
14,0.012956926326053202,0.9971451876019576,12.508050000062212
15,0.019448152143161798,0.9938825448613376,12.510236199945211
16,0.01637377383356054,0.9959216965742251,12.499099100008607
17,0.013331191689095067,0.9963295269168027,12.49215289996937
18,0.013209582512687777,0.9959216965742251,12.470222299918532
19,0.00908777309444142,0.9979608482871125,12.506497499998659
20,0.010189162179460023,0.9971451876019576,12.475490800105035
21,0.012167709229892305,0.9959216965742251,12.507712899940088
22,0.012820749310919024,0.9959216965742251,12.491593100130558
23,0.015168940238988857,0.9946982055464927,12.499133199919015
24,0.011493148133185272,0.9967373572593801,12.509315400151536
25,0.00970340705496452,0.9975530179445351,12.492272200062871
26,0.013527853184956586,0.9967373572593801,12.47456460003741
27,0.01033982547090448,0.9963295269168027,12.47107099997811
28,0.007210844515429333,0.99836867862969,12.505628700135276
29,0.0051873179573640165,0.9991843393148451,12.46253879996948
30,0.0038623209300591133,0.9995921696574225,12.486404499970376
31,0.0030393545517924305,0.9991843393148451,12.468402700033039
32,0.007687220638097517,0.9975530179445351,12.462626099819317
33,0.0065529236862368325,0.9979608482871125,12.495385099900886
34,0.00324988016637166,0.9991843393148451,12.509891200112179
35,0.0031430234787269717,0.9987765089722676,12.49699499993585
36,0.010598330148708434,0.9967373572593801,12.518426499795169
37,0.008103222809834512,0.9971451876019576,12.498404800193384
38,0.013067216312529467,0.9959216965742251,12.463871499989182
39,0.019481803469441915,0.9930668841761827,12.482005599886179
