class_index,class_name,precision,sensitivity_recall,specificity,f1_score,roc_auc_ovr,support
0,meningioma,0.8823529411764706,0.9146341463414634,0.9337748344370861,0.8982035928143712,0.9800516879340979,82
1,glioma,0.9753086419753086,0.8876404494382022,0.9861111111111112,0.9294117647058824,0.9852528089887641,89
2,pituitary,0.8955223880597015,0.967741935483871,0.9590643274853801,0.9302325581395349,0.9950952650443313,62
