class_index,class_name,precision,sensitivity_recall,specificity,f1_score,roc_auc_ovr,support
0,meningioma,0.8260292164674635,0.8873038516405135,0.9412556053811659,0.8555708390646493,0.9752026253334443,701
1,glioma,0.9525341914722446,0.9038167938931297,0.9636027143738433,0.927536231884058,0.9845326840937881,1310
2,pituitary,0.9240641711229947,0.9391304347826087,0.9646941819990055,0.9315363881401617,0.9894093356106631,920
