outer_fold,inner_fold,best_epoch,best_validation_macro_f1
2,0,48,0.8622360756537759
2,1,48,0.9370531441163469
2,2,45,0.9281754701770778
2,3,48,0.9288028000454608
2,4,42,0.9338395012067577
