outer_fold,inner_fold,best_epoch,best_validation_macro_f1
0,0,49,0.8804760502128923
0,1,49,0.9498207445694519
0,2,45,0.9130651649747551
0,3,50,0.8650871831986383
0,4,50,0.9172471287855903
