outer_fold,inner_fold,best_epoch,best_validation_macro_f1
4,0,45,0.9427661174496618
4,1,37,0.917029441035292
4,2,44,0.9240166802622625
4,3,45,0.9409482949170226
4,4,43,0.886935386540452
