evaluation_level,metric,estimate,confidence_level,lower,upper,bootstrap_iterations,resampling_unit
slice_level,accuracy,0.9160696008188332,0.95,0.8930599021323271,0.9355261753252336,2000,patient
slice_level,balanced_accuracy,0.9095925146997343,0.95,0.8827060655692104,0.9315544520069866,2000,patient
slice_level,macro_f1,0.9076702990678203,0.95,0.8802181517849149,0.9288513621264957,2000,patient
slice_level,macro_roc_auc_ovr,0.9851011963184985,0.95,0.9768087383567615,0.9910312130704357,2000,patient
patient_level,accuracy,0.9313304721030042,0.95,0.8969957081545065,0.9613733905579399,2000,patient
patient_level,balanced_accuracy,0.9349269353512671,0.95,0.9039816006645985,0.9627815202136493,2000,patient
patient_level,macro_f1,0.929492815038684,0.95,0.8952520263757989,0.9598437510238016,2000,patient
patient_level,macro_roc_auc_ovr,0.9935516763938329,0.95,0.9883346520503641,0.9976973327786112,2000,patient
