outer_fold,inner_fold,best_epoch,best_validation_macro_f1
3,0,19,0.8803404406061793
3,1,40,0.9419332887103972
3,2,34,0.9099353849910203
3,3,41,0.9270089120600528
3,4,50,0.8859554837157647
