outer_fold,inner_fold,best_epoch,best_validation_macro_f1
3,0,32,0.8823782395006562
3,1,50,0.9310433215356815
3,2,37,0.8968464077500838
3,3,41,0.9397405731912977
3,4,49,0.9148349847930531
