outer_fold,inner_fold,best_epoch,best_validation_macro_f1
1,0,49,0.8973328603071941
1,1,38,0.9771308507111981
1,2,37,0.9102580805082313
1,3,35,0.8680228052988782
1,4,28,0.9454237595183884
