outer_fold,inner_fold,best_epoch,best_validation_macro_f1
4,0,49,0.9303442900748703
4,1,35,0.9142271751606362
4,2,49,0.9348881897997608
4,3,45,0.9480003692629501
4,4,48,0.9007725415032062
